EU753,timber,diversityArea,carbon,diversity,id,type
Sierra Leone,,,,,15,"Timber, diversity and carbon exposed zone"
Solomon Islands,,,,,15,"Timber, diversity and carbon exposed zone"
Somalia,,,,,15,"Timber, diversity and carbon exposed zone"
Somaliland,,,,,15,"Timber, diversity and carbon exposed zone"
South Africa,64672.4454728459,64672.4454728459,141.979503631592,31.0880794525147,15,"Timber, diversity and carbon exposed zone"
South Sudan,,,,,15,"Timber, diversity and carbon exposed zone"
Sri Lanka,329782.414016212,329782.414016212,1554.04802703857,63.0729170905219,15,"Timber, diversity and carbon exposed zone"
Sudan,,,,,15,"Timber, diversity and carbon exposed zone"
Suriname,,,,,15,"Timber, diversity and carbon exposed zone"
Switzerland,1005277.40376378,1005277.40376378,4344.02930641174,6.27639790542987,15,"Timber, diversity and carbon exposed zone"
Syria,,,,,15,"Timber, diversity and carbon exposed zone"
Tajikistan,,,,,15,"Timber, diversity and carbon exposed zone"
Tanzania,,,,,15,"Timber, diversity and carbon exposed zone"
Thailand,72111.5681164934,72111.5681164934,190.899991989136,40.693164507548,15,"Timber, diversity and carbon exposed zone"
The Gambia,,,,,15,"Timber, diversity and carbon exposed zone"
Timor-Leste,,,,,15,"Timber, diversity and carbon exposed zone"
Togo,,,,,15,"Timber, diversity and carbon exposed zone"
Trinidad and Tobago,,,,,15,"Timber, diversity and carbon exposed zone"
Tunisia,,,,,15,"Timber, diversity and carbon exposed zone"
Turkey,,,,,15,"Timber, diversity and carbon exposed zone"
Turkmenistan,,,,,15,"Timber, diversity and carbon exposed zone"
Uganda,,,,,15,"Timber, diversity and carbon exposed zone"
Ukraine,39568.7691140091,39568.7691140091,72.6315584182739,6.32036361694336,15,"Timber, diversity and carbon exposed zone"
United Arab Emirates,,,,,15,"Timber, diversity and carbon exposed zone"
United Kingdom,93394.0278005691,93394.0278005691,358.111565589905,8.53234569842999,15,"Timber, diversity and carbon exposed zone"
United States,21863055.4967453,21863055.4967453,53471.2638759613,12.9982844505533,15,"Timber, diversity and carbon exposed zone"
Uruguay,,,,,15,"Timber, diversity and carbon exposed zone"
Uzbekistan,,,,,15,"Timber, diversity and carbon exposed zone"
Vanuatu,,,,,15,"Timber, diversity and carbon exposed zone"
Venezuela,,,,,15,"Timber, diversity and carbon exposed zone"
Vietnam,12053.5535331793,12053.5535331793,25.3487529754639,55.9201698303223,15,"Timber, diversity and carbon exposed zone"
Western Sahara,,,,,15,"Timber, diversity and carbon exposed zone"
Yemen,,,,,15,"Timber, diversity and carbon exposed zone"
Zambia,,,,,15,"Timber, diversity and carbon exposed zone"
Zimbabwe,,,,,15,"Timber, diversity and carbon exposed zone"
